Date,Time,User_Id,Transaction_Amount,Transaction_Type,Account_Balance,Market_Volatility_Index,Interest_Rate,Inflation_Rate,Stock_Index_Change,Investment_Duration_Days,Credit_Score,Device_Cpu_Usage,Device_Memory_Usage,Risk_Level
2023-04-05,22:54:00,U8085,546.35,DEPOSIT,12740.54,14.76,1.12,2.49,-2.23,223,586,70,27.9,2
2023-11-19,8:55:00,U5945,1402.92,DEPOSIT,13206.44,12.47,1.49,5.85,-1.39,131,563,14.4,74.4,2
2023-06-27,4:23:00,U2563,2253.22,INVESTMENT,13903.43,38.77,4.54,1.72,0.2,327,574,27.7,68.9,1
2023-02-04,1:50:00,U3361,341.72,TRANSFER,3155.05,33.1,2.31,4.13,0.66,8,647,26.1,39.2,0
2023-07-05,18:34:00,U1788,1751.64,TRANSFER,5907.73,22.75,2.89,4.24,-2.37,8,763,16.2,21.4,1
2023-06-18,12:39:00,U4062,1367.38,WITHDRAWAL,3887.26,22.13,0.69,4.92,-1.08,38,405,17.9,85.9,2
2023-01-02,21:27:00,U3864,1372.86,DEPOSIT,9012.05,14.92,3.09,4.28,1.66,192,748,50,32.1,0
2023-02-05,4:23:00,U5961,9166.42,INVESTMENT,10902.81,37.23,1.51,4.35,0.18,221,404,49.1,70.4,2
2023-05-05,9:55:00,U3203,9615.91,INVESTMENT,10906.33,34.17,1.84,2.73,1.29,176,830,30.4,58.7,1
2023-10-13,20:51:00,U2017,8201.86,INVESTMENT,18938.72,38.47,3.77,3.63,1.22,185,726,13.2,55.3,1
2023-04-01,1:51:00,U5693,$156.21 ,DEPOSIT,6531.83,38.91,3.61,3.7,2.78,158,435,89.3,44.3,1
2023-10-04,23:28:00,U8094,53.21,WITHDRAWAL,14790.84,23.12,1.26,1.09,0.52,142,454,87.7,38.6,1
2023-01-11,10:00:00,U4603,1559.89,WITHDRAWAL,14729.91,36.47,2.79,5.23,-1.55,52,524,37.5,86.9,2
2023-02-23,21:00:00,U6582,803.11,WITHDRAWAL,6468.73,28.11,4.91,1.06,0.01,62,441,87.3,70.1,1
2023-08-07,19:57:00,U6396,5428.49,INVESTMENT,12463.73,13.12,0.78,3.17,-1.73,125,374,70.8,24.2,2
2023-02-05,0:36:00,U4419,1580.3,WITHDRAWAL,12689.65,10.73,4.06,3.66,-3.42,288,431,66.4,55.3,2
2023-09-15,2:56:00,U4436,1835.56,WITHDRAWAL,4583.19,21.69,3.63,2.9,-0.67,330,313,76.9,82.6,1
2023-01-30,13:36:00,U9196,843.6,DEPOSIT,12432.86,27.71,2.87,2.63,1.77,67,661,55.3,32.5,0
2023-08-12,15:09:00,U8861,545.81,TRANSFER,13166.87,18.1,4.79,5.18,-0.62,196,546,65.6,26.4,1
2023-10-05,18:20:00,U3786,2331.86,INVESTMENT,11730.27,32.86,4.61,5.49,0.68,117,386,87.9,86.8,1
2023-05-01,9:28:00,U7105,1622.08,DEPOSIT,6805.43,29.54,0.79,4.31,1.41,259,424,60.3,72.7,1
2023-09-10,8:23:00,U9043,713.72,WITHDRAWAL,6192.7,34.43,2.07,5.3,-2.79,70,603,13.1,90.5,1
2023-12-15,15:29:00,U9117,1402,DEPOSIT ,11388.33,32.19,4.87,1.61,-0.46,286,406,34.8,21.1,1
2023-04-22,11:23:00,U8563,9913.26,INVESTMENT,19431.34,17.63,2.94,1.97,-2.95,258,506,54.3,77.5,2
2023-07-21,19:47:00,U5126,"1,983.81",DEPOSIT,15108.55,29.34,3.41,2.17,-1.08,153,488,66.8,19.3,2
2023-06-18,23:10:00,U2310,8730.61,INVESTMENT,21290.62,38.16,1.67,4.59,-0.5,322,490,28.6,93.3,2
2023-01-12,20:36:00,U3419,375.52,WITHDRAWAL,11805.16,28.87,0.72,1.88,0.68,314,352,88.9,91.4,1
2023-01-04,22:16:00,U6561,6525.82,INVESTMENT,10703.25,17.84,1.7,1.84,-2.57,198,604,62.4,31.6,1
2023-04-04,22:22:00,U5495,670.3,WITHDRAWAL,7389.62,27.2,2.58,1.67,0.85,122,714,63.8,42.9,0
2023-04-16,15:10:00,U9961,2470.03,INVESTMENT,17005.59,15.37,4.72,4.57,-0.86,245,313,47.9,47.9,1
2023-09-19,16:41:00,U5223,2252.04,INVESTMENT,13466.53,26.52,1.63,3.68,-1.59,69,840,74.7,26.4,1
2023-10-15,20:32:00,U4811,943.56,DEPOSIT,12998.05,26.23,3.49,2.97,-2.43,219,641,20.4,25.2,1
2023-01-12,20:36:00,U1150,4947.83,INVESTMENT,17361.75,32.89,4.37,4.13,-2.87,132,404,15.2,76.7,2
2023-02-14,6:17:00,U8160,317.19,DEPOSIT,5695.88,27.81,0.62,5.96,1.24,74,664,67.6,42.6,0
2023-07-29,21:15:00,U4349,1356.56,INVESTMENT,14309.76,12.13,3.65,2.14,1.95,324,747,22.3,66.9,0
2023-05-26,16:48:00,U3426,50.36,TRANSFER,10431.53,25.46,1.41,1.08,-0.73,293,356,51,57,1
2023-06-02,17:44:00,U5775,1556.41,WITHDRAWAL,3597.45,23.04,3,2.07,-1.83,109,665,50.1,92.4,1
2023-02-01,14:11:00,U5007,1899.09,TRANSFER,15255.01,22.99,3.64,5.49,2.33,125,333,79.8,43.2,1
2023-09-14,15:24:00,U6044,1284.49,DEPOSIT,9463.29,30.61,3.47,2.87,0.72,338,796,77.2,51.1,0
2023-01-06,6:56:00,U6595,138.37,TRANSFER,4389.59,38.02,2.96,4.48,0.79,80,607,56.3,18.1,0
2023-05-26,14:00:00,U2037,1129.09,WITHDRAWAL,13002.97,25.45,3.94,1.28,0.28,44,786,81.3,78.9,0
2023-09-16,16:10:00,U2274,1730.87,TRANSFER,"6,439.57",35.78,3.79,2.16,0.72,288,742,57.2,70.6,0
2023-05-06,21:20:00,U7679,485.36,TRANSFER,2748.64,14.59,1.08,5.93,2.67,317,750,85.5,32.4,0
2023-08-12,17:24:00,U5887,1508.97,WITHDRAWAL,7028.82,36.39,4.38,3.25,-0.34,292,639,49.1,69.7,0
2023-10-13,18:40:00,U9345,878.3,WITHDRAWAL,10544.08,35.78,1.07,3.2,1.93,257,534,85.7,93.9,1
2023-11-10,8:50:00,U8090,298.76,WITHDRAWAL,9235.81,14.88,1.5,3.4,1.87,40,612,38.8,24.7,0
2023-10-03,7:19:00,U4128,388.82,DEPOSIT,9854.04,30.66,1.14,2.85,-1.18,85,786,79.3,61.7,1
2023-01-07,18:19:00,U3910,650.38,WITHDRAWAL,8613.09,36.73,3.2,4.23,-1.06,332,802,86,60.3,1
2023-06-11,2:06:00,U3903,1212.18,DEPOSIT,15727.28,21.98,1.93,4.22,-1.94,353,784,50.9,20,1
2023-12-23,6:37:00,U2746,5840.05,INVESTMENT,9414.7,24.11,3.23,4.7,-1.04,19,381,75.9,26.4,2
2023-10-08,10:48:00,U3200,803.38,TRANSFER,13217.18,34.46,2.29,5.13,-2.13,49,467,17.5,24.3,2
2023-02-11,6:51:00,U8155,8577.73,INVESTMENT,18789.17,27.33,4.26,2.41,-1.48,209,663,55.6,33,2
2023-01-30,20:22:00,U6753,2635.51,INVESTMENT,15721.03,22.31,3.86,3.07,-0.65,70,487,72.1,92.3,1
2023-12-21,12:05:00,U7253,$717.65 ,TRANSFER,5423.29,39.99,0.75,5.46,0.18,48,323,27.3,45.5,1
2023-05-25,5:35:00,U8762,401.38,WITHDRAWAL,10162.13,14.94,1.08,3.75,0.6,48,815,48.8,46.2,0
2023-11-16,20:59:00,U1603,5684.04,INVESTMENT,11590.75,35.38,2.4,3.35,0.32,364,714,50.5,71.5,1
2023-06-26,5:23:00,U4460,1610.14,TRANSFER,11379.92,16.6,1.9,1.41,0.45,109,797,43.3,87.7,0
2023-06-29,3:59:00,U2786,816.3,TRANSFER,11864.36,26.81,2.41,3.39,1.76,93,592,70.1,86.5,1
2023-02-05,8:14:00,U1547,1574.93,DEPOSIT,6518.34,24.9,3.58,1.19,0.64,166,819,25.2,77.4,0
2023-06-26,7:26:00, U6624 ,1141.39,TRANSFER,14591.54,27.96,4.12,4.54,-0.74,124,551,36.3,22.9,1
2023-11-05,6:28:00,U5772,920.09,DEPOSIT,6297.1,11.69,3.51,1.93,0.47,70,467,16.3,66.6,1
2023-01-09,21:55:00,U7884,1416.41,WITHDRAWAL,11193.15,32.33,2.1,3.26,-1.9,319,615,76.4,49.6,1
2023-05-31,20:56:00,U1000,,DEPOSIT,12947.89,31.07,1.47,5.52,-1.35,237,780,31.4,31.2,1
2023-10-15,19:04:00,U8820,3499.47,INVESTMENT,7843.26,28.7,1.78,2.18,-1.82,182,705,88.9,57.8,1
2023-01-24,23:19:00,U1334,847.72,TRANSFER,2150.29,22.23,1.16,3.41,0.55,93,795,24.7,88.8,0
2023-01-18,22:21:00,U9412,7601.38,INVESTMENT,17735.52,16.56,3.5,5.8,0.24,268,844,26.6,47.2,0
2023-11-09,18:37:00,U7585,1323.3,TRANSFER,14147.39,33.77,3.16,4.61,-0.28,110,381,12.5,38.7,1
2023-08-16,6:36:00,U3198,7297.35,INVESTMENT,22251.06,27.55,4.74,2.62,0.67,37,375,23,77.7,2
2023-09-21,0:04:00,U1914,9436.41,INVESTMENT,13084.41,28.94,0.89,3.51,2.9,285,436,73.4,69.4,2
2023-01-25,7:24:00,U5523,7883.21,INVESTMENT,22642.32,29.78,1.03,5.82,-2.5,273,757,86.8,64.3,2
2023-11-01,4:07:00,U7132,1274.83,DEPOSIT,12163.4,31.94,0.62,1.08,0.99,37,764,45.5,85,0
2023-11-05,2:07:00,U7824,137.67,DEPOSIT,12346.95,15.63,3.07,2.64,1.42,205,624,50.3,61.4,0
2023-01-12,20:36:00,U4748,605.57,TRANSFER,"7,422.81",23.57,2.2,2.98,2.31,79,712,53,17.3,0
2023-01-18,20:07:00,U2822,7322.4,INVESTMENT,20031.16,16.02,4.36,3.86,1.12,15,446,83,89.4,1
2023-06-04,8:33:00,U2219,664.54,WITHDRAWAL,9855.24,32.72,2.96,1.86,-1.38,20,576,61.4,74.8,2
2023-01-17,17:52:00,U4766,994.47,TRANSFER,12158.69,24.31,2.37,1.07,-0.78,213,324,30.2,72.1,1
2023-03-13,3:14:00,U4821,3423.98,INVESTMENT,9785.48,38.87,4.15,5.65,0.4,296,649,43.1,41.8,0
2023-12-31,14:19:00,U7498,114.87,DEPOSIT,13503.09,29.01,1.32,1.76,0.66,68,676,36.9,33.1,0
2023-12-07,10:28:00,U1470,1519.51,TRANSFER,14152.09,18.05,3.35,1.62,-0.84,226,632,13.2,51.4,0
2023-01-02,1:29:00,U4147,1760.42,WITHDRAWAL,4647.11,23.46,4.24,3.51,-0.2,147,320,10.4,75.9,1
2023-11-19,12:14:00,U5638,478.62,WITHDRAWAL,6287.26,39.75,4.36,3.01,2.18,126,373,38.9,25.6,1
2023-07-17,9:12:00,U3632,9997.42,INVESTMENT,10531.11,13.44,4.2,4.32,-0.85,349,344,50.5,65.9,1
2023-01-20,20:18:00,U8444,7775.64,INVESTMENT,8550.09,11.71,0.69,1.79,1.39,33,731,60.9,22.2,0
2023-05-09,23:32:00,U4483,4243.38,INVESTMENT,11997.7,15.73,3.64,3.21,-0.12,48,624,28.6,27.8,0
2023-02-02,9:57:00,U2402,1440.81,WITHDRAWAL,11174.72,10.66,2.38,1,0.14,153,545,19.6,15.1,1
2023-12-18,6:11:00,U2358,1589.51,TRANSFER,9423.22,39.74,0.77,2.03,1.16,172,585,76.4,21.1,1
2023-06-27,18:50:00,U9640,1982.7,DEPOSIT,8357.35,19.29,1.28,5.63,-1.88,53,742,17.3,40,1
2023-04-26,2:41:00,U8622,1860.35,TRANSFER,7829.44,24.32,3.76,5.06,-1.61,22,485,45.4,53.8,2
2023-04-22,17:45:00,U5820,8350.51,INVESTMENT,16115.59,39.84,0.72,1.16,-0.76,96,824,24.6,26.1,1
2023-10-29,1:35:00,U2072,1817.82,DEPOSIT,9860.64,12.28,0.71,1.68,-0.54,146,418,25.2,51.9,1
2023-04-07,11:07:00,U6285,1064.37,TRANSFER,15228.76,33.93,4.04,2.76,1.67,43,737,51.2,66.6,0
2023-09-21,17:28:00,U9524,1702.03,DEPOSIT,2919.96,12.96,3.55,4.27,-1.91,222,795,62.1,81.5,1
2023-06-08,9:03:00,U1111,6963.11,INVESTMENT,17336.41,36.62,3.07,4.66,-0.72,238,485,11.7,59,2
2023-01-03,1:26:00,U4939,317.86,TRANSFER,12196.35,32.19,4.12,2.76,-0.19,237,441,30.2,75.2,1
2023-06-19,18:41:00,U3040,1701.92,TRANSFER,5977.77,21.86,4.45,3.12,-0.59,242,684,50.9,24.7,0
2023-06-18,15:23:00,U2329,1748.94,TRANSFER,9681.41,29.25,2.32,4.67,-1.32,314,520,51.5,19.3,2
2023-12-20,4:54:00,U7632,6232.75,INVESTMENT,7795.68,19.13,3.41,1.02,-0.88,24,379,44,59.8,1
2023-11-12,15:03:00,U1573,173.1,DEPOSIT,10066.52,19.77,2.67,3.71,0.37,102,720,70.8,38.3,0
2023-04-26,2:09:00,U5105,512.32,WITHDRAWAL,11222.87,30.49,4.53,1.94,-1.12,137,432,36.1,57.6,2
2023-02-09,1:37:00,U9020,899.51,INVESTMENT,7397.36,31.5,2.2,3.59,-0.64,346,366,10.5,84.6,1
2023-10-22,15:15:00,U2857,1342.86,WITHDRAWAL,3786.22,13.78,1.2,2.45,-1.07,173,404,63.7,79,2
2023-09-07,23:12:00,U8283,1604.56,DEPOSIT,9144.28,32.4,3.91,1.2,-0.21,209,401,84.2,36.4,1
2023-12-31,5:59:00,U3152,1251.03,DEPOSIT,7644.1,17.76,0.72,1.87,-0.85,88,488,14.7,15.1,1
2023-08-26,20:27:00,U5250,2982.03,INVESTMENT,9235.48,39.32,0.63,5.17,2.99,227,430,60.6,85.3,1
2023-08-07,1:40:00,U7151,372.32,TRANSFER,10349.33,37.36,1.31,2.11,1.57,149,348,85.5,62.6,1
2023-10-02,23:31:00,U3746,660.67,WITHDRAWAL,5786.81,22.82,4.18,4.27,0.45,342,730,47.5,65.5,0
2023-02-06,22:32:00,U9637,429.17,WITHDRAWAL,15043.39,25.61,4.51,4.13,-1.78,293,644,75,68.6,1
2023-09-01,14:08:00,U9105,"1,457.36",WITHDRAWAL,11291.3,35.62,0.72,3.22,-1.27,215,564,56.8,61.1,2
2023-09-09,2:05:00,U7114,1059.31,TRANSFER,12043.64,21.26,0.98,2.22,-0.82,162,530,20.9,25.4,1
2023-08-27,12:08:00,U1505,1020.86,INVESTMENT,5864.43,18.78,1.59,2.82,2.49,169,486,54.5,50.8,1
2023-01-07,7:34:00,U5311,418.82,TRANSFER,8621.24,34.31,2.57,2.08,-0.94,120,715,77.4,37.5,0
2023-04-07,22:18:00,U1661,1582.18,INVESTMENT,12554.31,18.63,3.08,1.98,0.13,105,353,71,16.1,1
2023-04-14,23:49:00,U4678,1411.71,TRANSFER,14282.76,28.79,2,2.73,-1.46,187,611,25.7,62.6,1
2023-07-23,19:18:00,U2235,712.57,DEPOSIT,12597.82,11.98,3.92,5.39,-1.17,172,739,83.9,75.2,1
2023-07-12,0:36:00,U6472,1086.07,TRANSFER,13419.41,34.97,3.28,5.67,-0.98,166,664,18.2,82.9,0
2023-03-31,6:36:00,U1947,8028.67,INVESTMENT,21836.17,33.86,4.34,5.43,-1.62,14,811,54.7,73.7,2
2023-01-12,20:36:00,U1234,4860.86,INVESTMENT,19104.88,22.55,4.7,2.79,-0.56,132,840,69.7,87.8,0
2023-01-01,7:33:00,U7681,1583.72,TRANSFER,12744.86,22.01,4.59,5.89,0.91,172,393,66.8,82.8,1
2023-03-12,15:42:00,U6356,240.15,DEPOSIT,6239.76,31.65,2.33,2.41,1.74,322,538,30.8,38.3,1
2023-08-30,8:57:00,U8135,1859.7,WITHDRAWAL,2650.46,24.45,1.18,1.7,-1.29,325,624,34.3,19.3,1
2023-11-18,22:11:00,U8350,1100.69,DEPOSIT,13479.59,25.4,3.07,1.24,0.55,290,632,15.7,34.9,0
2023-04-28,19:34:00,U8660,775.79,TRANSFER,10199.84,39.16,1.81,3.97,-2.54,129,422,20.3,76.7,2
2023-09-22,11:56:00, U2903 ,694.3,WITHDRAWAL,13754.68,30.48,4.54,5.98,2.5,287,741,88.2,59,0
2023-11-20,9:52:00,U3584,"1,929.46",DEPOSIT,13604.49,12.19,3.86,2.9,2.34,226,752,26.8,72.3,0
2023-06-16,21:40:00,U6005,"7,597.03",INVESTMENT,16905.37,37.23,3.91,5.34,0.38,247,364,67.9,22.3,2
2023-04-10,19:52:00,U3122,3848.95,INVESTMENT,7554.49,13.19,1.5,3.92,0.56,177,537,24.6,63.5,1
2023-02-26,18:59:00,U1668,1243.9,TRANSFER,6963.79,31.3,0.99,4.99,2.21,156,307,14.6,40,1
2023-01-12,20:36:00,U7773,266.72,DEPOSIT,6694.22,31.58,1.09,1.52,-2.12,294,476,31.2,53.5,2
2023-08-06,3:30:00,U2262,1658.46,WITHDRAWAL,15417.87,30.31,0.69,4.59,0.7,295,586,58.2,38.6,1
2023-09-11,16:30:00,U8588,2889.08,INVESTMENT,14101.7,29.07,2.42,5.07,-1.75,166,589,68.3,86.5,2
2023-09-03,11:38:00,U1404,1178.74,TRANSFER,2308.52,10.61,4.12,2.33,-1.81,173,738,37.8,87.7,1
2023-02-01,0:30:00,U8242,147.54,WITHDRAWAL,5159.86,33.64,2.94,4.55,0.26,239,357,60.6,36.2,1
2023-05-06,3:04:00,U4890,903.09,TRANSFER,11912.5,32.93,3.72,2.91,0.21,36,822,76.6,25,0
2023-08-14,12:48:00,U6544,98.01,WITHDRAWAL,9516.83,27.86,3.63,4.01,-2.34,188,558,52.4,50.2,2
2023-01-05,17:25:00,U3708,1306.95,DEPOSIT,7601.99,34.68,2.07,5.69,-2.55,284,440,51.1,93.5,2
2023-11-11,5:37:00,U9818,1107.96,TRANSFER,3415.35,21.7,4.41,4.18,-1.46,72,551,65.3,61.5,2
2023-04-08,9:07:00,U1305,1157.78,DEPOSIT,10702.06,36.31,3.27,1.8,-2.23,267,675,67.5,57.6,1
2023-05-23,9:07:00,U2253,7087.84,INVESTMENT,14186.44,20.84,2.97,3.08,2.3,39,582,25.8,90,1
2023-05-06,6:06:00,U6109,1365.08,DEPOSIT,3538.42,19.22,0.86,1.71,0.38,16,406,59.7,16.5,1
2023-05-11,20:48:00,U8258,1938.92,DEPOSIT,10905.85,20.39,4.49,4.47,-1.36,265,505,72.7,31.7,2
2023-04-23,12:33:00,U9161,1112.31,WITHDRAWAL,"13,711.53",29.78,1.03,3.02,1.94,160,415,39.5,80.9,1
2023-05-29,8:11:00,U9586,2044.2,INVESTMENT,5123.52,17.17,2.27,4.28,0.58,211,787,61.1,41.5,0
2023-12-26,19:06:00,U7324,886.91,TRANSFER,13737.87,16.41,3.56,2.42,0.57,290,595,16.4,47.4,1
2023-10-27,16:22:00,U7235,1301.18,DEPOSIT,10517,20.14,1.38,2.94,0.13,313,650,16.4,85.6,0
2023-08-15,8:59:00,U3898,1983.9,TRANSFER,3178.65,39.21,2.31,1.18,1.43,315,788,17,64.8,0
2023-01-28,21:34:00,U2246,548.7,TRANSFER,7863.39,23.99,4.1,5.1,-1.08,270,324,56.4,92.5,2
2023-10-02,0:50:00,U5218,278.7,WITHDRAWAL,15171.37,39.76,1.77,5.11,-0.61,223,382,89.1,94.1,1
2023-10-30,6:04:00,U8022,1755.28,INVESTMENT,8954.85,10.76,1,5.11,-2.06,104,684,39.3,55.9,1
2023-07-25,21:11:00,U1694,210.69,WITHDRAWAL,10301.68,12.16,3.69,1.82,1.94,11,742,64.4,56.6,0
2023-12-10,9:08:00,U9741,1634.79,DEPOSIT,10863.52,31.42,2.27,2.65,2.21,47,528,68.7,24.4,1
2023-06-21,13:57:00,U2354,2007.42,INVESTMENT,13991.32,35.37,4.31,4.41,-0.75,318,814,36.7,22.6,0
2023-06-23,10:54:00,U5728,1329.46,TRANSFER,5304.32,39.43,1.73,3,2.24,194,775,84.1,93,0
2023-05-24,5:33:00,U8299,7293.84,INVESTMENT,18268.81,11.89,4.62,3.61,1.76,305,676,25.2,43.5,0
2023-11-13,0:30:00,U2910,5556.97,INVESTMENT,20170.79,25.6,1.41,4.76,-0.42,190,486,19.3,86.5,2
2023-09-30,7:18:00,U2566,3107.66,INVESTMENT,8017.46,21.55,2.93,5.56,0.98,325,625,78.8,34.4,0
2023-05-16,23:12:00,U1690,473.06,TRANSFER,10954.88,28.68,0.76,5.52,-1.21,268,369,63,46.3,2
2023-02-24,2:10:00,U9052,1047.69,TRANSFER,7268.68,10.55,0.87,2.41,-0.38,20,832,87.6,72.8,0
2023-08-23,14:49:00,U8944,9810.62,INVESTMENT,12364.07,20.72,3.26,3.06,2.29,268,813,72.8,92.3,0
2023-05-17,11:36:00,U8879,943.14,INVESTMENT,8749.88,34.81,1.23,4.85,0.04,188,707,52.8,70.9,0
2023-10-30,14:41:00,U4113,542.96,DEPOSIT,8411.41,18.06,0.75,1.48,-1.28,303,583,15.2,34.2,2
2023-03-04,4:25:00,U2908,1293.81,INVESTMENT,5574.09,13.62,1.18,3.32,0.22,300,730,56.5,40.9,0
2023-11-23,17:28:00,U2796,1713.31,DEPOSIT,13830.19,15.32,4.72,1.71,-1.06,249,695,50.5,80.9,1
2023-05-13,4:19:00,U1424,1757.04,DEPOSIT,10664.22,28.69,0.6,5.42,-0.54,231,838,43,72.1,0
2023-02-06,0:39:00,U7266,6020.38,INVESTMENT,6868.98,19.29,5,2.39,-1.08,81,455,28.6,37.3,2
2023-12-04,12:56:00,U5899,5910.27,INVESTMENT,16771.42,11.24,1.59,1.32,1.1,354,843,59.1,91.9,0
2023-02-24,19:29:00,U6112,9896.86,INVESTMENT,14732.54,14.81,2.59,1.19,0.13,275,787,85,89.7,0
2023-12-23,19:33:00,U1561,,TRANSFER,14318.26,17.38,4.71,5.05,-1.64,217,686,89.1,70.9,1
2023-06-27,8:40:00,U2394,5161.52,INVESTMENT,17331.6,21.48,2.24,2.33,0.84,117,710,66.9,43.4,0
2023-07-26,5:15:00,U9805,235.07,TRANSFER,13172.65,34.95,2.69,2.35,-1.39,172,693,40.5,65.6,1
2023-12-13,22:35:00,U5789,1121.18,DEPOSIT,9085.55,38.62,4.7,2.01,-0.71,41,482,89.6,80.7,1
2023-10-02,1:09:00,U9301,1811.94,WITHDRAWAL,5971.76,38.87,1.06,2.5,-0.13,170,781,43.3,22.1,0
2023-04-12,17:06:00,U4226,3199.06,INVESTMENT,13268.97,25.15,3.65,2.77,-0.54,279,522,22.6,75.6,1
2023-03-16,1:57:00,U2885,1800.6,WITHDRAWAL,8972.3,21.04,3.73,5.29,-1.26,66,457,22.1,79.1,2
2023-05-14,7:00:00,U2254,1364.89,WITHDRAWAL,12433.5,36.1,4.47,2.88,1.19,145,829,27.7,59.3,0
2023-05-14,13:22:00,U9368,1377.47,WITHDRAWAL,3432.19,34.11,3.99,3.46,-1.67,252,725,30.5,71.3,1
2023-08-20,1:53:00,U5298,1761.41,WITHDRAWAL,13869.18,11.43,3.5,3.59,-0.17,131,382,72.1,60.1,1
2023-02-28,20:56:00,U7492,1805.63,TRANSFER,10899.72,21.56,4.88,3.69,-1.42,252,425,27.4,75.7,2
2023-06-01,23:17:00,U9996,1885.48,WITHDRAWAL,14702.79,38.98,1.74,4.98,-2.03,271,706,82.6,78.6,1
2023-04-16,0:52:00,U6853,459.56,TRANSFER,11807.09,24.36,2.41,3.11,1.87,207,620,68.2,32.3,0
2023-09-22,1:06:00,U5085,1888.97,WITHDRAWAL,5402.7,26.32,1.73,3.77,-1.58,58,346,43.2,27.9,2
2023-08-09,18:11:00,U2463,1661.97,WITHDRAWAL,9376.15,15.41,2.19,2.03,-0.26,27,632,26.8,68.7,0
2023-09-29,12:29:00,U2238,1657.44,TRANSFER,8510.06,27.39,3.05,1.49,-2.99,43,702,23.8,72.1,1
2023-03-12,12:36:00,U5831,371.01,TRANSFER,5199.95,25.65,4.24,5.25,1.64,17,394,37.9,71.6,1
2023-10-13,0:39:00,U1805,1887.94,TRANSFER,13949.32,36.11,1.78,1.79,2.03,151,337,15.5,64.3,1
2023-06-20,23:04:00,U6126,8028.27,INVESTMENT,9571.99,24.84,4.27,4.92,1.96,156,348,60.3,43.8,1
2023-12-13,22:27:00,U3351,1204.83,DEPOSIT,4740,18.92,3.07,5.59,1.79,45,546,28.7,73.8,1
2023-11-30,14:21:00,U6412,1956.3,WITHDRAWAL,11570.19,28.67,2.49,1.37,1.13,199,750,58.7,76.4,0
2023-12-03,12:32:00,U4348,407.73,TRANSFER,15302.91,35.68,2.25,5.62,-0.97,269,443,12.8,61.8,1
2023-12-25,18:52:00,U7414,2806.94,INVESTMENT,16963.28,23,1.94,1.91,0.56,114,610,66.5,29.5,0
2023-06-03,23:54:00,U3263,1475.76,DEPOSIT,9090.83,11.45,2.14,2.88,-0.5,339,543,76.4,88.6,1
2023-02-23,21:32:00,U7145,1764.71,WITHDRAWAL,8347.19,30.13,0.64,2.32,3.17,47,816,48.6,45.8,0
2023-11-06,22:07:00,U8303,6583.34,INVESTMENT,20905.28,11.46,4.12,2.84,0.05,327,845,77.6,71.8,0
2023-10-18,0:17:00,U5059,"1,364.80",DEPOSIT,14802.25,39.72,3.7,5.58,1.24,75,634,53.8,16.9,0
2023-07-31,14:46:00,U9226,1342.93,DEPOSIT,16277.84,34.97,3.55,3.82,1.12,164,389,60.4,93.1,1
2023-12-13,16:29:00,U4233,5370.82,INVESTMENT,11806.96,20.59,3.14,5.74,0.61,244,366,54.8,25.5,1
2023-03-08,1:56:00,U2931,1531.24,WITHDRAWAL,10892.79,34.74,3.51,4.83,-0.94,246,577,77.2,64.5,1
2023-02-04,16:11:00,U5896,448.66,WITHDRAWAL,5341.36,16.82,1.39,1.19,-2.29,184,491,24.7,55.2,2
2023-07-25,10:43:00,U3874,2566.74,INVESTMENT,4290.12,27.47,1.21,2.28,1.75,354,593,88.9,81.1,1
2023-04-04,8:32:00,U9025,384.03,TRANSFER,12965.57,19.11,2.37,1.98,-1.43,358,387,53.7,16.5,2
2023-09-11,8:22:00,U8007,643.76,DEPOSIT,12855.98,26.62,1.94,3.93,-1.45,306,771,51.9,67.4,1
2023-07-16,13:04:00,U9966,1192.33,DEPOSIT,10291.64,15.93,2.98,5.79,-0.85,362,331,62.6,81.5,1
2023-04-15,8:22:00,U1799,296.4,TRANSFER,8172.32,34.64,3.42,5.93,2.03,40,766,69.2,86.2,0
2023-02-11,19:30:00,U7736,9532.97,INVESTMENT,10797.41,32.44,2.33,5.9,1.37,312,349,58.3,71.8,2
2023-09-30,19:17:00,U2369,159.52,TRANSFER,14832.15,21.17,3.34,1.48,1.89,102,637,36.8,38.1,0
2023-09-20,0:54:00,U6240,2494.47,INVESTMENT,10296.96,21.82,4.27,1.39,0.29,237,841,15.4,29.5,0
2023-04-29,7:15:00,U8999,922.56,DEPOSIT,4617.31,13.33,1.98,5.19,-0.19,10,522,52.2,56.1,1
2023-05-06,7:09:00,U2165,346.18,WITHDRAWAL,7180.65,20.72,3.76,1.21,0.72,148,658,40.9,20.3,0
2023-08-29,1:09:00,U2807,3762.75,INVESTMENT,16668.79,30.14,0.57,1.55,-1.73,215,544,64.4,39,2
2023-02-10,21:39:00,U8065,1515.96,TRANSFER,4677.64,24.16,3.36,1.91,0.42,124,343,82.6,65.6,1
2023-10-08,22:47:00,U1942,1477.64,DEPOSIT,3673.89,28.28,1.99,4.59,-1,82,777,24,76.4,0
2023-09-18,2:36:00,U5883,1723.01,WITHDRAWAL,6476.57,38.35,2.52,3.39,-1.44,136,762,73.1,74.8,1
2023-04-06,0:57:00,U1740,1367.46,DEPOSIT,15774.59,29.37,4.1,1.48,-0.1,100,452,83.7,76.6,1
2023-02-10,19:17:00,U8142,9392.9,INVESTMENT,14539.96,11.49,3.84,2.34,-0.11,234,599,50.1,73,1
